Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    2000/18700       vector3::vector3(vector3 const&) [47]
                0.00    0.00    1643/4929        std::_List_iterator<airDelta>::operator*() const [74]
                0.00    0.00    1643/1643        Cube::addInAirDelta(airDelta) [100]
                0.00    0.00    1643/4929        std::_List_iterator<airDelta>::operator++(int) [78]
                0.00    0.00    1100/18840       std::vector<Cube, std::allocator<Cube> >::size() const [44]
                0.00    0.00    1000/1000        NumericIntegrator::NumericIntegrator() [129]
                0.00    0.00    1000/5000        Cube::getSpeed() [67]
                0.00    0.00    1000/1000        NumericIntegrator::setObjectOfFunctionToIntegrate(Cube*) [128]
                0.00    0.00    1000/1000        NumericIntegrator::setFunctionToIntegrate(vector3 (Cube::*)(double, vector3)) [127]
                0.00    0.00    1000/1100        Cube::setSpeed(vector3) [119]
                0.00    0.00    1000/6286        std::list<airDelta, std::allocator<airDelta> >::begin() [64]
                0.00    0.00    1000/1420        std::list<airDelta, std::allocator<airDelta> >::~list() [108]
                0.00    0.00    1000/1000        NumericIntegrator::~NumericIntegrator() [130]
                0.00    0.00     110/1872        std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > >::size() const [99]
-----------------------------------------------
                0.00    0.00    1000/22323       Cube::calcLeavingAirDeltas(double) [24]
                0.00    0.00    1000/22323       Cube::recalculateAttributes() [23]
                0.00    0.00    6840/22323       Cube::calcGradientForce(Cube*) [12]
                0.00    0.00   13483/22323       Cube::calcMass() [19]
[10]    18.7    0.00    0.01   22323         Cube::calcDensity() [10]
                0.00    0.00   22323/79569       Cube::getTemperature() [6]
                0.00    0.00   22323/43003       Cube::calcPressure() [11]
                0.00    0.00   22323/22323       Cube::setDensity(double) [41]
-----------------------------------------------
                0.00    0.00    1000/43003       Cube::recalculateAttributes() [23]
                0.00    0.00    6000/43003       Area::PrintCubes(std::string) [3]
                0.00    0.00   13680/43003       Cube::calcGradientForce(Cube*) [12]
                0.00    0.00   22323/43003       Cube::calcDensity() [10]
[11]    18.0    0.00    0.01   43003         Cube::calcPressure() [11]
                0.01    0.00   43003/79569       Cube::getTemperature() [6]
                0.00    0.00   43003/47646       Cube::getMoleculesCount() [37]
                0.00    0.00   43003/56486       Cube::getVolume() [35]
                0.00    0.00   43003/43103       Cube::setPressure(double) [38]
-----------------------------------------------
                0.00    0.01    6840/6840        Cube::calcGradientForce() [18]
[12]    17.2    0.00    0.01    6840         Cube::calcGradientForce(Cube*) [12]
                0.00    0.00   13680/43003       Cube::calcPressure() [11]
                0.00    0.00    6840/13483       Cube::calcMass() [19]
                0.00    0.00    6840/22323       Cube::calcDensity() [10]
                0.00    0.00   20520/38490       vector3::vector3(double, double, double) [40]
                0.00    0.00   13680/14680       Cube::getCoordsInArea() const [50]
                0.00    0.00   13680/18780       Cube::getWidth() [45]
                0.00    0.00   13680/18780       Cube::getLength() [46]
                0.00    0.00   13680/14780       Cube::getHeight() [49]
                0.00    0.00   13680/57190       vector3::~vector3() [34]
                0.00    0.00    6840/8719        Cube::checkCoordsStillInArea(coords) [58]
-----------------------------------------------
                0.00    0.01    1000/1000        Area::simulateAirExchange(double) [9]
[13]    17.2    0.00    0.01    1000         NumericIntegrator::integrateOneTimeStep(double, IntegrationType, vector3) [13]
                0.00    0.01    1000/1000        NumericIntegrator::integrateOneTimeStepEulerCauchy(double, vector3) [15]
                0.00    0.00    2000/57190       vector3::~vector3() [34]
                0.00    0.00    1000/38490       vector3::vector3(double, double, double) [40]
                0.00    0.00    1000/18700       vector3::vector3(vector3 const&) [47]
                0.00    0.00    1000/10940       vector3::operator=(vector3 const&) [52]
-----------------------------------------------
                0.00    0.01    1000/1000        NumericIntegrator::integrateOneTimeStepEulerCauchy(double, vector3) [15]
[14]    17.2    0.00    0.01    1000         NumericIntegrator::callFunctionToIntegrate(double, vector3) [14]
                0.00    0.01    1000/1000        Cube::calcAcceleration(double, vector3) [17]
                0.00    0.00    1000/18700       vector3::vector3(vector3 const&) [47]
                0.00    0.00    1000/57190       vector3::~vector3() [34]
-----------------------------------------------
                0.00    0.01    1000/1000        NumericIntegrator::integrateOneTimeStep(double, IntegrationType, vector3) [13]
[15]    17.2    0.00    0.01    1000         NumericIntegrator::integrateOneTimeStepEulerCauchy(double, vector3) [15]
                0.00    0.01    1000/1000        NumericIntegrator::callFunctionToIntegrate(double, vector3) [14]
                0.00    0.00    3000/57190       vector3::~vector3() [34]
                0.00    0.00    1000/18700       vector3::vector3(vector3 const&) [47]
                0.00    0.00    1000/1000        operator*(double const&, vector3 const&) [163]
                0.00    0.00    1000/7840        vector3::operator+(vector3 const&) const [62]
-----------------------------------------------
                0.00    0.01    1000/1000        Cube::calcAcceleration(double, vector3) [17]
[16]    17.2    0.00    0.01    1000         Cube::calcForces(double, vector3) [16]
                0.00    0.01    1000/1000        Cube::calcGradientForce() [18]
                0.00    0.00    5000/57190       vector3::~vector3() [34]
                0.00    0.00    3000/3000        Cube::addForce(vector3) [86]
                0.00    0.00    2000/18700       vector3::vector3(vector3 const&) [47]
                0.00    0.00    1000/1000        Cube::clearForce() [132]
                0.00    0.00    1000/1000        Cube::calcCoriolisForce(double, vector3) [138]
                0.00    0.00    1000/1000        Cube::calcFrictionForce(double, vector3) [139]
-----------------------------------------------
                0.00    0.01    1000/1000        NumericIntegrator::callFunctionToIntegrate(double, vector3) [14]
[17]    17.2    0.00    0.01    1000         Cube::calcAcceleration(double, vector3) [17]
                0.00    0.01    1000/1000        Cube::calcForces(double, vector3) [16]
                0.00    0.00    4000/57190       vector3::~vector3() [34]
                0.00    0.00    2000/18700       vector3::vector3(vector3 const&) [47]
                0.00    0.00    1000/2000        Cube::getForce() [94]
                0.00    0.00    1000/2000        Cube::getMass() [93]
                0.00    0.00    1000/38490       vector3::vector3(double, double, double) [40]
                0.00    0.00    1000/1000        vector3::operator/(double const&) const [150]
                0.00    0.00    1000/10940       vector3::operator=(vector3 const&) [52]
                0.00    0.00    1000/1000        Cube::setAcceleration(vector3) [135]
-----------------------------------------------
                0.00    0.01    1000/1000        Cube::calcForces(double, vector3) [16]
[18]    17.2    0.00    0.01    1000         Cube::calcGradientForce() [18]
                0.00    0.01    6840/6840        Cube::calcGradientForce(Cube*) [12]
                0.00    0.00    6840/57190       vector3::~vector3() [34]
                0.00    0.00    6840/6840        vector3::operator+=(vector3 const&) [63]
                0.00    0.00    1000/1000        Cube::getLeftUpperNeighbour() [145]
                0.00    0.00    1000/38490       vector3::vector3(double, double, double) [40]
                0.00    0.00    1000/1000        Cube::getUpNeighbour() [134]
                0.00    0.00    1000/1000        Cube::getRightUpperNeighbour() [147]
                0.00    0.00    1000/1000        Cube::getRightNeighbour() [140]
                0.00    0.00    1000/1000        Cube::getRightLowerNeighbour() [146]
                0.00    0.00    1000/1000        Cube::getDownNeighbour() [136]
                0.00    0.00    1000/1000        Cube::getLeftLowerNeighbour() [144]
                0.00    0.00    1000/1000        Cube::getLeftNeighbour() [137]
-----------------------------------------------
                0.00    0.00    1000/13483       Cube::recalculateAttributes() [23]
                0.00    0.00    1643/13483       Cube::calcAirDeltaMoleculesCount(double, double) [25]
                0.00    0.00    4000/13483       Area::calculateTemperatureDelta(coords, coords, double) [22]
                0.00    0.00    6840/13483       Cube::calcGradientForce(Cube*) [12]
[19]    11.3    0.00    0.00   13483         Cube::calcMass() [19]
                0.00    0.00   13483/22323       Cube::calcDensity() [10]
                0.00    0.00   13483/56486       Cube::getVolume() [35]
                0.00    0.00   13483/13483       Cube::setMass(double) [51]
-----------------------------------------------
                0.00    0.00      10/10          Area::simulateTemperatureExchange(double) [21]
[20]     7.0    0.00    0.00      10         Area::simulateHeatConduction(double) [20]
                0.00    0.00    4000/4000        Area::calculateTemperatureDelta(coords, coords, double) [22]
                0.00    0.00    1000/79569       Cube::getTemperature() [6]
                0.00    0.00    6200/67531       std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > >::operator[](unsigned long) [33]
                0.00    0.00    4000/48711       std::vector<Cube, std::allocator<Cube> >::operator[](unsigned long) [36]
                0.00    0.00    2200/18840       std::vector<Cube, std::allocator<Cube> >::size() const [44]
                0.00    0.00    1000/1000        Cube::setTemperatureDelta(double) [143]
                0.00    0.00    1000/1000        Cube::getTemperatureDelta() [142]
                0.00    0.00    1000/2100        Cube::setTemperature(double) [88]
                0.00    0.00     220/1872        std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > >::size() const [99]
-----------------------------------------------
                0.00    0.00      10/10          Area::simulateTimeStep(double) [8]
[21]     7.0    0.00    0.00      10         Area::simulateTemperatureExchange(double) [21]
                0.00    0.00      10/10          Area::simulateHeatConduction(double) [20]
-----------------------------------------------
                0.00    0.00    4000/4000        Area::simulateHeatConduction(double) [20]
[22]     6.5    0.00    0.00    4000         Area::calculateTemperatureDelta(coords, coords, double) [22]
                0.00    0.00    4000/13483       Cube::calcMass() [19]
                0.00    0.00    7600/79569       Cube::getTemperature() [6]
                0.00    0.00   19600/48711       std::vector<Cube, std::allocator<Cube> >::operator[](unsigned long) [36]
                0.00    0.00   19600/67531       std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > >::operator[](unsigned long) [33]
                0.00    0.00    8000/8800        Area::CheckCoordsStillInArea(coords) [56]
                0.00    0.00    4000/18780       Cube::getLength() [46]
                0.00    0.00    4000/18780       Cube::getWidth() [45]
-----------------------------------------------
                0.00    0.00    1000/1000        Area::simulateTimeStep(double) [8]
[23]     3.2    0.00    0.00    1000         Cube::recalculateAttributes() [23]
                0.00    0.00    2643/79569       Cube::getTemperature() [6]
                0.00    0.00    1000/13483       Cube::calcMass() [19]
                0.00    0.00    1000/22323       Cube::calcDensity() [10]
                0.00    0.00    1000/43003       Cube::calcPressure() [11]
                0.00    0.00    5286/9572        std::list<airDelta, std::allocator<airDelta> >::end() [55]
                0.00    0.00    5286/7929        std::_List_iterator<airDelta>::operator!=(std::_List_iterator<airDelta> const&) const [61]
                0.00    0.00    3286/4929        std::_List_iterator<airDelta>::operator*() const [74]
                0.00    0.00    3286/4929        std::_List_iterator<airDelta>::operator++(int) [78]
                0.00    0.00    2000/6286        std::list<airDelta, std::allocator<airDelta> >::begin() [64]
                0.00    0.00    1000/47646       Cube::getMoleculesCount() [37]
                0.00    0.00    1000/1100        Cube::setMoleculesCount(double) [118]
                0.00    0.00    1000/2100        Cube::setTemperature(double) [88]
-----------------------------------------------
                0.00    0.00    1000/1000        Area::simulateAirExchange(double) [9]
[24]     2.6    0.00    0.00    1000         Cube::calcLeavingAirDeltas(double) [24]
                0.00    0.00    1643/1643        Cube::calcAirDeltaMoleculesCount(double, double) [25]
                0.00    0.00    1000/22323       Cube::calcDensity() [10]
                0.00    0.00    1000/79569       Cube::getTemperature() [6]
                0.00    0.00    1879/8719        Cube::checkCoordsStillInArea(coords) [58]
                0.00    0.00    1643/3286        std::list<airDelta, std::allocator<airDelta> >::push_front(airDelta const&) [84]
                0.00    0.00    1000/14680       Cube::getCoordsInArea() const [50]
                0.00    0.00    1000/5000        Cube::getSpeed() [67]
                0.00    0.00    1000/18780       Cube::getWidth() [45]
                0.00    0.00    1000/18780       Cube::getLength() [46]
                0.00    0.00    1000/57190       vector3::~vector3() [34]
                0.00    0.00    1000/1400        std::list<airDelta, std::allocator<airDelta> >::list(std::list<airDelta, std::allocator<airDelta> > const&) [117]
-----------------------------------------------
                0.00    0.00    1643/1643        Cube::calcLeavingAirDeltas(double) [24]
[25]     1.4    0.00    0.00    1643         Cube::calcAirDeltaMoleculesCount(double, double) [25]
                0.00    0.00    1643/13483       Cube::calcMass() [19]
                0.00    0.00    1643/47646       Cube::getMoleculesCount() [37]
-----------------------------------------------
                0.00    0.00      20/100         Area::simulate(double, double, bool) [2]
                0.00    0.00      80/100         Area::PrintCubes(std::string) [3]
[26]     0.8    0.00    0.00     100         Area::GetMinMaxValue(std::string, bool) [26]
                0.00    0.00    2000/79569       Cube::getTemperature() [6]
                0.00    0.00   19000/67531       std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > >::operator[](unsigned long) [33]
                0.00    0.00   11000/18840       std::vector<Cube, std::allocator<Cube> >::size() const [44]
                0.00    0.00    8000/48711       std::vector<Cube, std::allocator<Cube> >::operator[](unsigned long) [36]
                0.00    0.00    2000/47646       Cube::getMoleculesCount() [37]
                0.00    0.00    2000/2000        Cube::getPressure() [92]
                0.00    0.00    2000/5000        Cube::getSpeed() [67]
                0.00    0.00    2000/57190       vector3::~vector3() [34]
                0.00    0.00    1100/1872        std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > >::size() const [99]
-----------------------------------------------
                0.00    0.00     210/67531       Area::initSimulation() [312]
                0.00    0.00    1000/67531       Area::saveToSQLite(int, int) [131]
                0.00    0.00    1100/67531       Area::LoadAreaStructureTemplate(std::string) [314]
                0.00    0.00    1368/67531       Area::setNeighbourCubes(coords) [174]
                0.00    0.00    3100/67531       Area::simulateTimeStep(double) [8]
                0.00    0.00    6200/67531       Area::simulateHeatConduction(double) [20]
                0.00    0.00    6743/67531       Area::simulateAirExchange(double) [9]
                0.00    0.00    9210/67531       Area::PrintCubes(std::string) [3]
                0.00    0.00   19000/67531       Area::GetMinMaxValue(std::string, bool) [26]
                0.00    0.00   19600/67531       Area::calculateTemperatureDelta(coords, coords, double) [22]
[33]     0.0    0.00    0.00   67531         std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > >::operator[](unsigned long) [33]
-----------------------------------------------
                0.00    0.00     200/57190       Cube::initSimulation() [175]
                0.00    0.00     630/57190       Cube::~Cube() [167]
                0.00    0.00    1000/57190       Cube::calcLeavingAirDeltas(double) [24]
                0.00    0.00    1000/57190       NumericIntegrator::callFunctionToIntegrate(double, vector3) [14]
                0.00    0.00    2000/57190       Area::GetMinMaxValue(std::string, bool) [26]
                0.00    0.00    2000/57190       Area::saveToSQLite(int, int) [131]
                0.00    0.00    2000/57190       NumericIntegrator::integrateOneTimeStep(double, IntegrationType, vector3) [13]
                0.00    0.00    3000/57190       NumericIntegrator::integrateOneTimeStepEulerCauchy(double, vector3) [15]
                0.00    0.00    4000/57190       Area::simulateAirExchange(double) [9]
                0.00    0.00    4000/57190       Cube::calcAcceleration(double, vector3) [17]
                0.00    0.00    5000/57190       Cube::calcForces(double, vector3) [16]
                0.00    0.00    5000/57190       Cube::calcFrictionForce(double, vector3) [139]
                0.00    0.00    6840/57190       Cube::calcGradientForce() [18]
                0.00    0.00    6840/57190       vector3::operator+=(vector3 const&) [63]
                0.00    0.00   13680/57190       Cube::calcGradientForce(Cube*) [12]
[34]     0.0    0.00    0.00   57190         vector3::~vector3() [34]
-----------------------------------------------
                0.00    0.00   13483/56486       Cube::calcMass() [19]
                0.00    0.00   43003/56486       Cube::calcPressure() [11]
[35]     0.0    0.00    0.00   56486         Cube::getVolume() [35]
-----------------------------------------------
                0.00    0.00     100/48711       Area::initSimulation() [312]
                0.00    0.00    1000/48711       Area::LoadAreaStructureTemplate(std::string) [314]
                0.00    0.00    1000/48711       Area::saveToSQLite(int, int) [131]
                0.00    0.00    1368/48711       Area::setNeighbourCubes(coords) [174]
                0.00    0.00    2000/48711       Area::simulateTimeStep(double) [8]
                0.00    0.00    4000/48711       Area::simulateHeatConduction(double) [20]
                0.00    0.00    5643/48711       Area::simulateAirExchange(double) [9]
                0.00    0.00    6000/48711       Area::PrintCubes(std::string) [3]
                0.00    0.00    8000/48711       Area::GetMinMaxValue(std::string, bool) [26]
                0.00    0.00   19600/48711       Area::calculateTemperatureDelta(coords, coords, double) [22]
[36]     0.0    0.00    0.00   48711         std::vector<Cube, std::allocator<Cube> >::operator[](unsigned long) [36]
-----------------------------------------------
                0.00    0.00    1000/47646       Cube::recalculateAttributes() [23]
                0.00    0.00    1643/47646       Cube::calcAirDeltaMoleculesCount(double, double) [25]
                0.00    0.00    2000/47646       Area::GetMinMaxValue(std::string, bool) [26]
                0.00    0.00   43003/47646       Cube::calcPressure() [11]
[37]     0.0    0.00    0.00   47646         Cube::getMoleculesCount() [37]
-----------------------------------------------
                0.00    0.00     100/43103       Area::LoadAreaStructureTemplate(std::string) [314]
                0.00    0.00   43003/43103       Cube::calcPressure() [11]
[38]     0.0    0.00    0.00   43103         Cube::setPressure(double) [38]
-----------------------------------------------
                0.00    0.00   38490/38490       vector3::vector3(double, double, double) [40]
[39]     0.0    0.00    0.00   38490         vector3::setPrintPrecision(int) [39]
-----------------------------------------------
                0.00    0.00      30/38490       Cube::Cube() [239]
                0.00    0.00     100/38490       Cube::initSimulation() [175]
                0.00    0.00    1000/38490       Cube::calcGradientForce() [18]
                0.00    0.00    1000/38490       Cube::calcCoriolisForce(double, vector3) [138]
                0.00    0.00    1000/38490       Cube::calcAcceleration(double, vector3) [17]
                0.00    0.00    1000/38490       NumericIntegrator::integrateOneTimeStep(double, IntegrationType, vector3) [13]
                0.00    0.00    1000/38490       vector3::operator/(double const&) const [150]
                0.00    0.00    5000/38490       vector3::operator*(double const&) const [68]
                0.00    0.00    7840/38490       vector3::operator+(vector3 const&) const [62]
                0.00    0.00   20520/38490       Cube::calcGradientForce(Cube*) [12]
[40]     0.0    0.00    0.00   38490         vector3::vector3(double, double, double) [40]
                0.00    0.00   38490/38490       vector3::setPrintPrecision(int) [39]
-----------------------------------------------
                0.00    0.00   22323/22323       Cube::calcDensity() [10]
[41]     0.0    0.00    0.00   22323         Cube::setDensity(double) [41]
-----------------------------------------------
                0.00    0.00    1643/21359       void std::list<airDelta, std::allocator<airDelta> >::emplace_back<airDelta const&>(airDelta const&) [103]
                0.00    0.00    4929/21359       void std::list<airDelta, std::allocator<airDelta> >::_M_insert<airDelta const&>(std::_List_iterator<airDelta>, airDelta const&) [80]
                0.00    0.00    4929/21359       std::_List_node<airDelta>* std::list<airDelta, std::allocator<airDelta> >::_M_create_node<airDelta const&>(airDelta const&) [79]
                0.00    0.00    4929/21359       void __gnu_cxx::new_allocator<std::_List_node<airDelta> >::construct<std::_List_node<airDelta>, airDelta const&>(std::_List_node<airDelta>*, airDelta const&) [72]
                0.00    0.00    4929/21359       std::_List_node<airDelta>::_List_node<airDelta const&>(airDelta const&) [77]
[42]     0.0    0.00    0.00   21359         airDelta const& std::forward<airDelta const&>(std::remove_reference<airDelta const&>::type&) [42]
-----------------------------------------------
                0.00    0.00    1000/19700       operator<<(std::ostream&, vector3 const&) [162]
                0.00    0.00   18700/19700       vector3::vector3(vector3 const&) [47]
[43]     0.0    0.00    0.00   19700         vector3::getPrintPrecision() const [43]
-----------------------------------------------
                0.00    0.00      20/18840       std::vector<Cube, std::allocator<Cube> >::vector(std::vector<Cube, std::allocator<Cube> > const&) [231]
                0.00    0.00     100/18840       Area::LoadAreaStructureTemplate(std::string) [314]
                0.00    0.00     110/18840       Area::initSimulation() [312]
                0.00    0.00    1100/18840       Area::simulateTimeStep(double) [8]
                0.00    0.00    1100/18840       Area::simulateAirExchange(double) [9]
                0.00    0.00    2200/18840       Area::simulateHeatConduction(double) [20]
                0.00    0.00    3210/18840       Area::PrintCubes(std::string) [3]
                0.00    0.00   11000/18840       Area::GetMinMaxValue(std::string, bool) [26]
[44]     0.0    0.00    0.00   18840         std::vector<Cube, std::allocator<Cube> >::size() const [44]
-----------------------------------------------
                0.00    0.00     100/18780       Cube::setVolume() [182]
                0.00    0.00    1000/18780       Cube::calcLeavingAirDeltas(double) [24]
                0.00    0.00    4000/18780       Area::calculateTemperatureDelta(coords, coords, double) [22]
                0.00    0.00   13680/18780       Cube::calcGradientForce(Cube*) [12]
[45]     0.0    0.00    0.00   18780         Cube::getWidth() [45]
-----------------------------------------------
                0.00    0.00     100/18780       Cube::setVolume() [182]
                0.00    0.00    1000/18780       Cube::calcLeavingAirDeltas(double) [24]
                0.00    0.00    4000/18780       Area::calculateTemperatureDelta(coords, coords, double) [22]
                0.00    0.00   13680/18780       Cube::calcGradientForce(Cube*) [12]
[46]     0.0    0.00    0.00   18780         Cube::getLength() [46]
-----------------------------------------------
                0.00    0.00     100/18700       Cube::initSimulation() [175]
                0.00    0.00     600/18700       Cube::Cube(Cube const&) [169]
                0.00    0.00    1000/18700       Area::saveToSQLite(int, int) [131]
                0.00    0.00    1000/18700       Cube::calcFrictionForce(double, vector3) [139]
                0.00    0.00    1000/18700       NumericIntegrator::integrateOneTimeStep(double, IntegrationType, vector3) [13]
                0.00    0.00    1000/18700       NumericIntegrator::integrateOneTimeStepEulerCauchy(double, vector3) [15]
                0.00    0.00    1000/18700       NumericIntegrator::callFunctionToIntegrate(double, vector3) [14]
                0.00    0.00    2000/18700       Area::simulateAirExchange(double) [9]
                0.00    0.00    2000/18700       Cube::getForce() [94]
                0.00    0.00    2000/18700       Cube::calcForces(double, vector3) [16]
                0.00    0.00    2000/18700       Cube::calcAcceleration(double, vector3) [17]
                0.00    0.00    5000/18700       Cube::getSpeed() [67]
[47]     0.0    0.00    0.00   18700         vector3::vector3(vector3 const&) [47]
                0.00    0.00   18700/19700       vector3::getPrintPrecision() const [43]
-----------------------------------------------
                0.00    0.00    6286/15858       std::list<airDelta, std::allocator<airDelta> >::begin() [64]
                0.00    0.00    9572/15858       std::list<airDelta, std::allocator<airDelta> >::end() [55]
[48]     0.0    0.00    0.00   15858         std::_List_iterator<airDelta>::_List_iterator(std::__detail::_List_node_base*) [48]
-----------------------------------------------
                0.00    0.00     100/14780       Cube::setVolume() [182]
                0.00    0.00    1000/14780       Cube::calcFrictionForce(double, vector3) [139]
                0.00    0.00   13680/14780       Cube::calcGradientForce(Cube*) [12]
[49]     0.0    0.00    0.00   14780         Cube::getHeight() [49]
-----------------------------------------------
                0.00    0.00    1000/14680       Cube::calcLeavingAirDeltas(double) [24]
                0.00    0.00   13680/14680       Cube::calcGradientForce(Cube*) [12]
[50]     0.0    0.00    0.00   14680         Cube::getCoordsInArea() const [50]
-----------------------------------------------
                0.00    0.00   13483/13483       Cube::calcMass() [19]
[51]     0.0    0.00    0.00   13483         Cube::setMass(double) [51]
-----------------------------------------------
                0.00    0.00    1000/10940       Cube::calcAcceleration(double, vector3) [17]
                0.00    0.00    1000/10940       Cube::setAcceleration(vector3) [135]
                0.00    0.00    1000/10940       NumericIntegrator::integrateOneTimeStep(double, IntegrationType, vector3) [13]
                0.00    0.00    1100/10940       Cube::setSpeed(vector3) [119]
                0.00    0.00    6840/10940       vector3::operator+=(vector3 const&) [63]
[52]     0.0    0.00    0.00   10940         vector3::operator=(vector3 const&) [52]
-----------------------------------------------
                0.00    0.00    4000/10000       std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [81]
                0.00    0.00    6000/10000       std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [65]
[53]     0.0    0.00    0.00   10000         std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [53]
-----------------------------------------------
                0.00    0.00    4929/9858        std::_List_base<airDelta, std::allocator<airDelta> >::_M_clear() [83]
                0.00    0.00    4929/9858        std::_List_node<airDelta>* std::list<airDelta, std::allocator<airDelta> >::_M_create_node<airDelta const&>(airDelta const&) [79]
[54]     0.0    0.00    0.00    9858         std::_List_base<airDelta, std::allocator<airDelta> >::_M_get_Node_allocator() [54]
-----------------------------------------------
                0.00    0.00    1643/9572        void std::list<airDelta, std::allocator<airDelta> >::emplace_back<airDelta const&>(airDelta const&) [103]
                0.00    0.00    2643/9572        Area::simulateAirExchange(double) [9]
                0.00    0.00    5286/9572        Cube::recalculateAttributes() [23]
[55]     0.0    0.00    0.00    9572         std::list<airDelta, std::allocator<airDelta> >::end() [55]
                0.00    0.00    9572/15858       std::_List_iterator<airDelta>::_List_iterator(std::__detail::_List_node_base*) [48]
-----------------------------------------------
                0.00    0.00     800/8800        Area::setNeighbourCubes(coords) [174]
                0.00    0.00    8000/8800        Area::calculateTemperatureDelta(coords, coords, double) [22]
[56]     0.0    0.00    0.00    8800         Area::CheckCoordsStillInArea(coords) [56]
                0.00    0.00    8670/8670        Area::GetCubesCountWidth() [59]
                0.00    0.00    8670/8670        Area::GetCubesCountLength() [60]
-----------------------------------------------
                0.00    0.00    8719/8719        Cube::checkCoordsStillInArea(coords) [58]
[57]     0.0    0.00    0.00    8719         Cube::getMaxCoordsInArea() [57]
-----------------------------------------------
                0.00    0.00    1879/8719        Cube::calcLeavingAirDeltas(double) [24]
                0.00    0.00    6840/8719        Cube::calcGradientForce(Cube*) [12]
[58]     0.0    0.00    0.00    8719         Cube::checkCoordsStillInArea(coords) [58]
                0.00    0.00    8719/8719        Cube::getMaxCoordsInArea() [57]
-----------------------------------------------
                0.00    0.00    8670/8670        Area::CheckCoordsStillInArea(coords) [56]
[59]     0.0    0.00    0.00    8670         Area::GetCubesCountWidth() [59]
-----------------------------------------------
                0.00    0.00    8670/8670        Area::CheckCoordsStillInArea(coords) [56]
[60]     0.0    0.00    0.00    8670         Area::GetCubesCountLength() [60]
-----------------------------------------------
                0.00    0.00    2643/7929        Area::simulateAirExchange(double) [9]
                0.00    0.00    5286/7929        Cube::recalculateAttributes() [23]
[61]     0.0    0.00    0.00    7929         std::_List_iterator<airDelta>::operator!=(std::_List_iterator<airDelta> const&) const [61]
-----------------------------------------------
                0.00    0.00    1000/7840        NumericIntegrator::integrateOneTimeStepEulerCauchy(double, vector3) [15]
                0.00    0.00    6840/7840        vector3::operator+=(vector3 const&) [63]
[62]     0.0    0.00    0.00    7840         vector3::operator+(vector3 const&) const [62]
                0.00    0.00    7840/38490       vector3::vector3(double, double, double) [40]
-----------------------------------------------
                0.00    0.00    6840/6840        Cube::calcGradientForce() [18]
[63]     0.0    0.00    0.00    6840         vector3::operator+=(vector3 const&) [63]
                0.00    0.00    6840/7840        vector3::operator+(vector3 const&) const [62]
                0.00    0.00    6840/10940       vector3::operator=(vector3 const&) [52]
                0.00    0.00    6840/57190       vector3::~vector3() [34]
-----------------------------------------------
                0.00    0.00    1000/6286        Area::simulateAirExchange(double) [9]
                0.00    0.00    2000/6286        Cube::recalculateAttributes() [23]
                0.00    0.00    3286/6286        std::list<airDelta, std::allocator<airDelta> >::push_front(airDelta const&) [84]
[64]     0.0    0.00    0.00    6286         std::list<airDelta, std::allocator<airDelta> >::begin() [64]
                0.00    0.00    6286/15858       std::_List_iterator<airDelta>::_List_iterator(std::__detail::_List_node_base*) [48]
-----------------------------------------------
                0.00    0.00    6000/6000        Area::getANSIRGBScaleColor(double, double, double) [7]
[65]     0.0    0.00    0.00    6000         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [65]
                0.00    0.00    6000/10000       std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [53]
-----------------------------------------------
                0.00    0.00      10/5159        _ZSt10_ConstructI4CubeIEEvPT_DpOT0_ [264]
                0.00    0.00      20/5159        void std::_Construct<std::vector<Cube, std::allocator<Cube> >, std::vector<Cube, std::allocator<Cube> > const&>(std::vector<Cube, std::allocator<Cube> >*, std::vector<Cube, std::allocator<Cube> > const&) [232]
